,country,self-firearm_number,self-other_number,violence-firearm_number,violence-sharp_number,violence-other_number,police_number,unintentional_number,terrorism_number,self-firearm_perc,self-other_perc,violence-firearm_perc,violence-sharp_perc,violence-other_perc,police_perc,unintentional_perc,terrorism_perc,self-firearm_rate,self-other_rate,violence-firearm_rate,violence-sharp_rate,violence-other_rate,police_rate,unintentional_rate,terrorism_rate,country_code,Firearms,Population,firearm-ownership_rate,hf_score,hf_rank,pf_score,pf_rank,ef_score,ef_rank
143,Portugal,311.3219695762415,2355.218089534388,88.04440063322613,62.96732341019194,166.59462267253141,2.141193644590213,15.313308046437308,0.0,0.04521770143008221,0.3928167345935902,0.03706758884937519,0.025084660827751747,0.0733538863789314,0.0019352210152669164,0.0052280511769543184,0.0,20.732410216472662,146.50814767933525,4.04570184053253,3.0030570552056663,8.821547502436323,0.1214279116205352,0.9058247843034041,0.0,PRT,2186000.0,10265000.0,21300.0,8.32,23.0,9.05,15.0,7.58,43.0
144,Puerto Rico,60.760558439743896,440.837009371583,1310.2435054316798,49.608929998564356,63.885155265438414,0.7412035264656099,29.482536310784212,18.83640000000001,0.016016121200611435,0.1351780935613862,0.7450057541830957,0.023975723775045036,0.0306393079861313,0.000779052776841803,0.017710589219363995,0.015094838161011962,10.74005038221951,70.27099800803852,178.4459951260336,7.7794179775644405,10.84260576835286,0.1275065940753508,4.338991364475887,3.278472257873875,PRI,422000.0,3679000.0,11500.0,,,,,,
145,Qatar,2.533205383092343,246.80489803656553,6.8087661183150345,25.628533527095126,16.43495439465559,0.49889237681859777,3.6620111546508762,0.0,0.0028300044130236176,0.2972613949907403,0.008173147987642026,0.0331284339796055,0.030411998143527103,0.0011357390223212004,0.006393124475223579,0.0,0.7398469760457134,49.74851300321239,1.399683083542325,6.21889131429643,6.1166115587607255,0.2278455910157714,1.0851643029117943,0.0,QAT,390000.0,2338000.0,16700.0,6.11,128.0,5.25,145.0,6.96,79.0
146,Republic of Korea,43.98035241568679,28557.49849414467,25.655990867386173,326.1819175324937,1123.3808987936932,10.07780349001153,15.727546107798432,0.0,0.003610769321755431,1.4523879555543133,0.002683789730987047,0.025122533454693948,0.0958868404603322,0.0017576158654419968,0.0023326645115977927,0.0,0.6446811664659429,392.80327464891127,0.3074784610545642,3.179876275506062,14.96197698492241,0.1153771798849835,0.24092330914093518,0.0,KOR,,,,8.25,27.0,8.78,23.0,7.72,32.0
147,Republic of Moldova,19.386699586474318,1150.3706499948385,20.32035771169715,79.22062457154874,247.61164104369124,0.7932775832788361,6.49678061534496,0.0,0.007391930065379408,0.4002754884410135,0.01200689751098911,0.042452178893094134,0.09273638667149771,0.000943907059298999,0.004514653521887044,0.0,2.6285717175127035,167.217103435865,2.4571524084987386,10.594332769494736,37.75014460347648,0.13297529743026099,0.9899876161527809,0.0,MDA,121000.0,4055000.0,3000.0,7.14,65.0,7.43,65.0,6.85,84.0
148,Romania,23.92351104264662,4452.501671891021,29.81567034873173,267.1654716052298,376.5740320395356,4.362102038266666,18.06835986735639,0.0,0.0028041572922250834,0.3230711743321484,0.004309713660324931,0.02778250054092122,0.0299066661372497,0.0010824852982654891,0.003035221414231597,0.0,0.6554691617067228,127.79336146924612,0.7676438207635784,7.107369023416866,11.097801719567085,0.1366493440145201,0.5188211789329235,0.0,ROU,506000.0,19238000.0,2600.0,8.12,32.0,8.38,36.0,7.86,19.0
149,Russian Federation,2304.6029400411308,77352.67938580614,1955.2746605855318,11276.121831253922,27716.289407207652,184.25376764603453,559.0453690013654,373.15160670599994,0.013917027256064224,0.6173383307589165,0.015996696846535433,0.08886084518437158,0.2306966739120207,0.0022267255841292312,0.006022283791045089,0.007756177598704289,9.658680844619678,318.4141459493764,6.183154423032214,36.58363630991079,97.41967163009684,0.7558930988074186,2.1821828351625387,1.4796037153853105,RUS,17620000.0,143375000.0,12300.0,6.3,116.0,5.84,128.0,6.75,89.0
150,Rwanda,91.29427934016411,1316.7479277456582,259.10146238178567,187.03619539801832,449.22791291271574,2.95490646998472,137.06992229388825,73.07028,0.0111584109147112,0.1527196015860012,0.03729068996175171,0.026729966174553765,0.06527187102947575,0.0004344148608198847,0.015610945204299,0.010854913044064515,9.92480050458268,191.84021751031645,11.04143292272765,9.30057630545884,19.239030097604783,0.1504573107358134,20.40401861294057,3.685704729823369,RWA,66000.0,12160000.0,500.0,6.9,79.0,6.61,100.0,7.19,67.0
151,Saint Kitts and Nevis,0.08487090723908271,4.5032025384789565,20.67871984915124,3.261296248356192,3.237396246408327,0.030290929183726178,4.802505337656923,0.0,0.001975053231712635,0.08268937663891529,0.48414443289996156,0.0828317101281153,0.0815022321864631,0.0010061411294338138,0.10634960343293248,0.0,1.092733412080855,62.10289491126939,167.0311293085248,27.99314134655557,38.75185951040909,0.2719468594016852,49.02605484888709,0.0,KNA,2000.0,57000.0,3400.0,,,,,,
152,Saint Lucia,1.0270201484934496,25.2863395305773,35.11513973283018,19.815168185282282,8.766709689626303,0.2764800050809029,4.724875461578088,0.0,0.007412902986368287,0.16941150221793427,0.3714073780604661,0.19512742713188413,0.1008201638982353,0.0032007401342862133,0.0506476237755061,0.0,3.745790525458277,104.35159235565835,89.80551970233293,52.971567818050175,30.975066343915206,0.7126267913807388,16.68744608283255,0.0,LCA,6000.0,188000.0,3400.0,,,,,,
